date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:25:28	2357/2357	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Oct%202020%2017:25:26%20GMT	http://localhost/website/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwebsite%2Fwordpress%2F	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-json/oembed/1.0/embed0072.json	(from http://localhost/website/wordpress/)
13:25:30	2436/2436	---M--	200	added ('OK')	text/xml	date:Mon,%2012%20Oct%202020%2017:25:28%20GMT	http://localhost/website/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwebsite%2Fwordpress%2F&format=xml	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-json/oembed/1.0/embedf7a3	(from http://localhost/website/wordpress/)
13:25:30	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880%22	http://localhost/website/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/website/wordpress/)
13:25:32	49382/49382	---MC-	200	added ('OK')	application/json	date:Mon,%2012%20Oct%202020%2017:25:24%20GMT	http://localhost/website/wordpress/wp-json/wp/v2/pages/277008	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-json/wp/v2/pages/277008.json	(from http://localhost/website/wordpress/)
13:25:32	16159/16159	---M--	200	added ('OK')	image/png	etag:%223f1f-5b041ade6fae5%22	http://localhost/website/wordpress/wp-content/uploads/2020/09/logotype_dark.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/09/logotype_dark.png	(from http://localhost/website/wordpress/)
13:25:33	9630/9630	---M--	200	added ('OK')	image/png	etag:%22259e-5b147e9b36639%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/C-sharp-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/C-sharp-150x150.png	(from http://localhost/website/wordpress/)
13:25:34	10014/10014	---M--	200	added ('OK')	image/png	etag:%22271e-5b1481d992146%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/python-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/python-150x150.png	(from http://localhost/website/wordpress/)
13:25:35	7300/7300	---M--	200	added ('OK')	image/png	etag:%221c84-5b147ea61debc%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Java-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Java-150x150.png	(from http://localhost/website/wordpress/)
13:25:36	12458/12458	---M--	200	added ('OK')	image/png	etag:%2230aa-5b1547ea1371e%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/R2-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/R2-150x150.png	(from http://localhost/website/wordpress/)
13:25:37	14210/14210	---M--	200	added ('OK')	image/png	etag:%223782-5b1481db9dc16%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/SQL-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/SQL-150x150.png	(from http://localhost/website/wordpress/)
13:25:38	10057/10057	---M--	200	added ('OK')	image/png	etag:%222749-5b1481df4cc72%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Visual-Studio-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Visual-Studio-150x150.png	(from http://localhost/website/wordpress/)
13:25:39	11975/11975	---M--	200	added ('OK')	image/png	etag:%222ec7-5b1481dd85f18%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Unity-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Unity-150x150.png	(from http://localhost/website/wordpress/)
13:25:39	99683/99683	---MC-	200	added ('OK')	application/json	date:Mon,%2012%20Oct%202020%2017:25:24%20GMT	http://localhost/website/wordpress/wp-json/	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-json/index.html	(from http://localhost/website/wordpress/)
13:25:40	9164/9164	---M--	200	added ('OK')	image/png	etag:%2223cc-5b1547e75aed5%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Jupyter2-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Jupyter2-150x150.png	(from http://localhost/website/wordpress/)
13:25:40	4607/4607	---M--	200	added ('OK')	image/png	etag:%2211ff-5b1547f06c677%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/tableau2-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/tableau2-150x150.png	(from http://localhost/website/wordpress/)
13:25:41	6592/6592	---M--	200	added ('OK')	image/png	etag:%2219c0-5b1547dffcbb7%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/aws2-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/aws2-150x150.png	(from http://localhost/website/wordpress/)
13:25:41	6151/6151	---M--	200	added ('OK')	image/png	etag:%221807-5b147ea027c58%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Google-cloud-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Google-cloud-150x150.png	(from http://localhost/website/wordpress/)
13:25:42	11212/11212	---M--	200	added ('OK')	image/png	etag:%222bcc-5b147e990a304%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/azure-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/azure-150x150.png	(from http://localhost/website/wordpress/)
13:25:42	5939/5939	---M--	200	added ('OK')	image/png	etag:%221733-5b147eae540c4%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Pandas-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Pandas-150x150.png	(from http://localhost/website/wordpress/)
13:25:42	8972/8972	---M--	200	added ('OK')	image/png	etag:%22230c-5b147eaba93a8%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Numpy-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Numpy-150x150.png	(from http://localhost/website/wordpress/)
13:25:43	8578/8578	---M--	200	added ('OK')	image/png	etag:%222182-5b1547ecb065a%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Scikit-learn2-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Scikit-learn2-150x150.png	(from http://localhost/website/wordpress/)
13:25:44	12134/12134	---M--	200	added ('OK')	image/png	etag:%222f66-5b147ea9f061c%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/Nltk-150x150.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/Nltk-150x150.png	(from http://localhost/website/wordpress/)
13:25:45	14105/14105	---M--	200	added ('OK')	application/javascript	etag:%223719-5b146cc4d4b0f%22	http://localhost/website/wordpress/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.2.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/contact-form-7/includes/js/scriptsbb49.js	(from http://localhost/website/wordpress/)
13:25:47	8607/8607	---M--	200	added ('OK')	application/javascript	etag:%22219f-5b02ee78e3248%22	http://localhost/website/wordpress/wp-content/plugins/dg-divi-carousel/scripts/frontend-bundle.min.js?ver=2.0.14	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/dg-divi-carousel/scripts/frontend-bundle.min488e.js	(from http://localhost/website/wordpress/)
13:25:47	114826/114826	---M--	200	added ('OK')	image/png	etag:%221c08a-5b16ef8754f4c%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/photo.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/photo.png	(from http://localhost/website/wordpress/)
13:25:50	20583/20583	---M--	200	added ('OK')	application/javascript	etag:%225067-5b10a58a61541%22	http://localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/frontend-bundle.min.js?ver=1.0.0	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/frontend-bundle.min8a54.js	(from http://localhost/website/wordpress/)
13:25:51	8940/8940	---M--	200	added ('OK')	application/javascript	etag:%2222ec-5b10a58a699b5%22	http://localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/vanilla-tilt.min.js	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/vanilla-tilt.min.js	(from http://localhost/website/wordpress/)
13:25:53	10451/10451	---M--	200	added ('OK')	application/javascript	etag:%2228d3-5b10a58a5e67f%22	http://localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/default-value.js	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/default-value.js	(from http://localhost/website/wordpress/)
13:25:54	211/211	---M--	200	added ('OK')	application/javascript	etag:%22d3-5b10a58a6578a%22	http://localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/scripts.js	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/scripts.js	(from http://localhost/website/wordpress/)
13:25:54	1985/1985	---M--	200	added ('OK')	application/javascript	etag:%227c1-5b02ee8928f56%22	http://localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/scripts/frontend-bundle.min.js?ver=3.7.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/scripts/frontend-bundle.minf3df.js	(from http://localhost/website/wordpress/)
13:25:55	1360/1360	---M--	200	added ('OK')	application/javascript	etag:%22550-5b02e35036511%22	http://localhost/website/wordpress/wp-content/themes/Divi/core/admin/js/common.js?ver=4.6.4	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/themes/Divi/core/admin/js/common82d0.js	(from http://localhost/website/wordpress/)
13:26:00	31801/31801	---M--	200	added ('OK')	application/javascript	etag:%227c39-5b118b264f383%22	http://localhost/website/wordpress/wp-content/plugins/divi-toolbox/assets/js/toolbox-scripts.js?ver=1.6.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/divi-toolbox/assets/js/toolbox-scripts1f22.js	(from http://localhost/website/wordpress/)
13:26:02	12403/12403	---M--	200	added ('OK')	application/javascript	etag:%223073-5b118b265417b%22	http://localhost/website/wordpress/wp-content/plugins/divi-toolbox/assets/js/typed.js?ver=5.5.1	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/divi-toolbox/assets/js/typedd03b.js	(from http://localhost/website/wordpress/)
13:26:03	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%2259a-595c52fd2e6c0%22	http://localhost/website/wordpress/wp-includes/js/wp-embed.min.js?ver=5.5.1	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-includes/js/wp-embed.mind03b.js	(from http://localhost/website/wordpress/)
13:26:04	5011/5011	---M--	200	added ('OK')	application/javascript	etag:%221393-5b02ee88fce14%22	http://localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/public/js/baffle.min.js?ver=3.7.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/public/js/baffle.minf3df.js	(from http://localhost/website/wordpress/)
13:26:04	578/578	---M--	200	added ('OK')	application/javascript	etag:%22242-5b02ee88d615e%22	http://localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/includes/modules/ShuffleLetters/frontend.min.js?ver=3.7.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/includes/modules/ShuffleLetters/frontend.minf3df.js	(from http://localhost/website/wordpress/)
13:26:05	138474/138474	---M--	200	added ('OK')	application/javascript	etag:%2221cea-5b02ee78e4d84%22	http://localhost/website/wordpress/wp-content/plugins/dg-divi-carousel//scripts/swiper.min.js?ver=1.0.0	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/dg-divi-carousel/scripts/swiper.min8a54.js	(from http://localhost/website/wordpress/)
13:26:06	3225/3225	---M--	200	added ('OK')	application/javascript	etag:%22c99-5b02ee8872bbd%22	http://localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/includes/modules/CardCarousel/frontend.min.js?ver=3.7.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/includes/modules/CardCarousel/frontend.minf3df.js	(from http://localhost/website/wordpress/)
13:26:06	594/594	---M--	200	added ('OK')	application/javascript	etag:%22252-5b02ee887895e%22	http://localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/includes/modules/ContactForm7/frontend.min.js?ver=3.7.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/includes/modules/ContactForm7/frontend.minf3df.js	(from http://localhost/website/wordpress/)
13:26:22	96415/96415	---M--	200	added ('OK')	image/png	etag:%221789f-5b15809585315%22	http://localhost/website/wordpress/wp-content/uploads/2020/10/project_1-1024x576.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/uploads/2020/10/project_1-1024x576.png	(from http://localhost/website/wordpress/)
13:26:22	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-5b146cc4b507b%22	http://localhost/website/wordpress/wp-content/plugins/contact-form-7/images/ajax-loader.gif	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://localhost/website/wordpress/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.2.2)
13:26:25	128905/128905	---M--	200	added ('OK')	application/javascript	etag:%221f789-5b02ee891921f%22	http://localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/public/js/swiper-bundle.min.js?ver=3.7.2	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/supreme-modules-pro-for-divi/public/js/swiper-bundle.minf3df.js	(from http://localhost/website/wordpress/)
13:26:38	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216994-5b02e3502064f%22	http://localhost/website/wordpress/wp-content/themes/Divi/core/admin/fonts/modules.eot	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from http://localhost/website/wordpress/wp-content/themes/Divi/style.css?ver=4.6.4)
13:26:40	333139/333139	---M--	200	added ('OK')	application/javascript	etag:%2251553-5b10a58a676a4%22	http://localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/swiper.min.js	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/plugins/divi-essential/scripts/swiper.min.js	(from http://localhost/website/wordpress/)
13:26:40	92400/92400	---M--	200	added ('OK')	font/ttf	etag:%22168f0-5b02e350238f5%22	http://localhost/website/wordpress/wp-content/themes/Divi/core/admin/fonts/modules.ttf	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from http://localhost/website/wordpress/wp-content/themes/Divi/style.css?ver=4.6.4)
13:26:40	301078/301078	---M--	200	added ('OK')	image/svg+xml	etag:%2249816-5b02e3502257a%22	http://localhost/website/wordpress/wp-content/themes/Divi/core/admin/fonts/modules.svg	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from http://localhost/website/wordpress/wp-content/themes/Divi/style.css?ver=4.6.4)
13:26:42	1422/1422	---M--	200	added ('OK')	image/gif	etag:%2258e-5b02e352bf49c%22	http://localhost/website/wordpress/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from http://localhost/website/wordpress/wp-content/themes/Divi/style.css?ver=4.6.4)
13:26:45	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2224d3-5b02e352bf0b6%22	http://localhost/website/wordpress/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from http://localhost/website/wordpress/wp-content/themes/Divi/style.css?ver=4.6.4)
13:26:48	17119/17119	---M--	200	added ('OK')	image/png	etag:%2242df-5b02e351025b5%22	http://localhost/website/wordpress/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	D:/Other%20Downloads/Wordpress/website/HTTrack/portfolio%20website/localhost/website/wordpress/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from http://localhost/website/wordpress/wp-content/themes/Divi/style.css?ver=4.6.4)
